dep,h,nobs,R2,beta_MP,se_beta_MP,gamma_MPxAge,se_gamma_MPxAge,delta_MPxAI,se_delta_MPxAI
IIP_yoy_pct,1,125,0.4162141662716404,-1.9914099547399893,0.9108810989177134,0.8558139372541411,2.066095554100326,-2.818935515263468,2.065288155332644
IIP_yoy_pct,3,123,0.5452985163620618,-0.7511453496248919,0.624246675671724,2.1370209616416145,0.890313306311924,-2.134726336610634,1.1375285465703524
IIP_yoy_pct,6,120,0.710579381200058,-0.0013800515832109,1.0501366643403751,4.364519797763052,1.877833098207756,-3.971908304743037,1.7238582605759496
IIP_yoy_pct,12,114,0.7322159706573454,4.019728160912797,1.31411636332418,5.605112445225893,1.6771588960259332,-2.5620478950200667,1.924246808235097
CPI_yoy_pct,1,125,0.3453134508435206,0.0588990880886523,0.0779009835360197,0.1069173442353024,0.1382567792801926,-0.216715891103427,0.131371017589715
CPI_yoy_pct,3,123,0.4623847908900191,0.0741612656549744,0.0830468104033009,-0.0113286495969803,0.1785583789512853,-0.1516792266264131,0.1419594788251576
CPI_yoy_pct,6,120,0.641122318785307,0.1019450554423602,0.087538776115477,-0.2806060403977459,0.1547056033971537,0.1540556743224629,0.1376036923311917
CPI_yoy_pct,12,114,0.7822423655063893,0.3446824899439297,0.111942684504877,0.112199519854692,0.1497994869013177,0.0014068182221937,0.1358513109628609
