Date,IIP_yoy_pct,IIP_mom_pct,IIP_level,CPI_yoy_pct,CPI_mom_pct,CPI_level,Credit_yoy_pct,Credit_stock_VNDbn,ON_avg_monthly_interbank_rate,MP_shock_monthly,Age65_percent,Age65_z_m,AI_index_zavg,AI_index_pc1
2021-01-06,7.685001177,0.5,362.1345087,2.405352123,0.19,128.5526583,15.19138728,9784937.0,1.1377,0.228718953,7.885703475,0.6186049189119593,0.09940909497322024,0.12464088733353021
2021-01-07,8.430594657,1.8,368.6529298,2.629746321,0.62,129.3496847,15.26195718,9828832.0,0.9618,0.014988444,7.885703475,0.6186049189119593,0.11883171514719948,0.10729442101454861
2021-01-08,3.256967874,-4.2,353.1695068,2.814350641,0.25,129.673059,14.97558207,9877343.0,0.7705,0.509999646,7.885703475,0.6186049189119593,-0.082635914349081,-0.10685487655670935
2021-01-09,5.982225091,5.0,370.8279821,2.054436343,-0.62,128.869086,14.06688482,9917032.0,0.649,1.174415855,7.885703475,0.6186049189119593,0.10428281012133941,0.12102390962523016
2021-01-10,7.490511027,6.9,396.4151129,1.758744601,-0.2,128.6113478,14.23844521,9998175.0,0.6514,0.076459885,7.885703475,0.6186049189119593,0.6835285681115977,0.8083934793803148
2021-01-11,12.83829765,5.5,418.2179441,2.094582042,0.32,129.0229041,14.6428194,10185807.0,0.6318,-0.123258039,7.885703475,0.6186049189119593,1.6873563226010078,1.9792578124487847
2021-01-12,14.94846266,3.5,432.8555721,1.809002791,-0.18,128.7906629,13.61439233,10444078.0,0.8126,1.313706095,7.885703475,0.6186049189119593,1.781151682247285,2.096336855666325
2022-01-01,21.72412178,2.4,443.2441058,1.941275131,0.19,129.0353652,15.56133298,10703779.0,2.126842,-1.739823849,8.230047746,0.996201870009818,1.665568398167428,1.9566846084442076
2022-01-02,35.14617323,-12.4,388.2818367,1.4191173,1.0,130.3257188,15.86499228,10721070.0,3.053125,-0.205065257,8.230047746,0.996201870009818,1.157612621754384,1.305755808691899
2022-01-03,36.03165185,22.9,477.1983773,2.405546095,0.7,131.2379988,16.94381177,11067407.98,2.586316,-1.222761615,8.230047746,0.996201870009818,2.19047908339267,2.5667892602298497
2022-01-04,47.19943335,9.4,522.0550248,2.63092845,0.18,131.4742272,16.95427967,11198987.61,2.338095,-0.166085211,8.230047746,0.996201870009818,1.56643390612092,1.8203515255088758
2022-01-05,59.94899057,10.4,576.3487474,2.856355808,0.38,131.9738293,17.0067186,11288629.19,2.14619,-0.393007858,8.230047746,0.996201870009818,1.0256754246028763,1.195183205142465
2022-01-06,60.7447567,1.0,582.1122348,3.369662305,0.69,132.8844487,16.79843447,11428653.23,1.498095,-0.291542611,8.230047746,0.996201870009818,0.6643720058529698,0.7582748701491315
2022-01-07,60.42895167,1.6,591.4260306,3.143650322,0.4,133.4159865,16.39958461,11440719.62,2.943478,-0.154429415,8.230047746,0.996201870009818,0.5047001701075853,0.5447351893411109
2022-01-08,72.31878003,2.9,608.5773855,2.89672288,0.01,133.4293281,16.27928614,11485303.93,3.237273,-0.487429122,8.230047746,0.996201870009818,0.3498495752117402,0.3712444254723805
2022-01-09,67.06716007,1.8,619.5317784,3.952817239,0.4,133.9630454,16.94335886,11597310.32,4.224545,-1.334872662,8.230047746,0.996201870009818,0.595098399472169,0.682901309382576
2022-01-10,60.97209997,3.0,638.1177318,4.317381227,0.15,134.16399,16.59134602,11657006.81,4.310952,-0.274669562,8.230047746,0.996201870009818,1.0601640159503372,1.2461487632591746
2022-01-11,53.03793012,0.3,640.032085,4.390170468,0.39,134.6872296,14.8423149,11697616.55,4.494286,1.133395603,8.230047746,0.996201870009818,1.1342261904241333,1.3182993917995098
2022-01-12,46.38410707,-1.0,633.6317641,4.567953768,-0.01,134.6737608,14.17411484,11924433.61,3.752273,0.214537682,8.230047746,0.996201870009818,1.322922313028507,1.543080647517726
2023-01-01,22.08205804,-14.6,541.1215266,4.912373618,0.52,135.3740644,11.51795445,11936635.39,5.726,2.389771087,8.621165986,1.4250896645239306,0.22293854771454039,0.26825811198534866
2023-01-02,46.47059704,5.1,568.7187244,4.341068613,0.45,135.9832477,12.17476549,12026335.13,5.3515,-0.568341117,8.621165986,1.4250896645239306,0.966492337211046,1.1112417143765214
2023-01-03,30.61983267,9.6,623.315722,3.377442061,-0.23,135.6704862,10.52021993,12231723.64,3.8152,1.673493133,8.621165986,1.4250896645239306,1.5132590586045804,1.7587053191924806
2023-01-04,23.6948324,3.6,645.7550879,2.840845236,-0.34,135.2092066,9.699293435,12285210.28,4.49,0.856603151,8.621165986,1.4250896645239306,1.5343431318632395,1.7697886996924939
2023-01-05,14.50735391,2.2,659.9616999,2.461774577,0.01,135.2227275,9.083782563,12314063.72,4.5825,0.933980581,8.621165986,1.4250896645239306,1.2500847182193577,1.436331935726495
